,0,1,2
710,Studi: Varian Delta Dapat Menular 2 Hari sebelum Bergejala,"tim,  CNN Indonesia | Jumat, 27/08/2021 10:30 WIB",https://www.cnnindonesia.com/gaya-hidup/20210827094510-255-686144/studi-varian-delta-dapat-menular-2-hari-sebelum-bergejala
711,Masyarakat Diminta Cek Fakta Lebih Dulu Guna Cegah Infodemik,"KPCPEN,  CNN Indonesia | Jumat, 27/08/2021 10:25 WIB",https://www.cnnindonesia.com/nasional/20210827102132-25-686166/masyarakat-diminta-cek-fakta-lebih-dulu-guna-cegah-infodemik
712,Perkara Moral Booster Vaksin Pejabat yang Melangkahi Nakes,"CNN Indonesia | Jumat, 27/08/2021 10:01 WIB",https://www.cnnindonesia.com/nasional/20210826200542-20-685994/perkara-moral-booster-vaksin-pejabat-yang-melangkahi-nakes
713,Sandiaga Optimis Kebangkitan Parekraf Sudah di Depan Mata,"Kemenparekraf,  CNN Indonesia | Jumat, 27/08/2021 09:50 WIB",https://www.cnnindonesia.com/ekonomi/20210827094721-97-686147/sandiaga-optimis-kebangkitan-parekraf-sudah-di-depan-mata
714,Kecap ABC Meneruskan Semangat Kesetaraan Gender di Dapur,"Heinz ABC,  CNN Indonesia | Jumat, 27/08/2021 09:40 WIB",https://www.cnnindonesia.com/gaya-hidup/20210827093631-267-686140/kecap-abc-meneruskan-semangat-kesetaraan-gender-di-dapur
715,Menag Bakal Bahas Masalah Umrah-Haji saat Berkunjung ke Saudi,"CNN Indonesia | Jumat, 27/08/2021 09:35 WIB",https://www.cnnindonesia.com/nasional/20210827091226-20-686133/menag-bakal-bahas-masalah-umrah-haji-saat-berkunjung-ke-saudi
716,Mendag Isyaratkan Alkes dan Obat-obatan Yurisdiksi Kemenkes,"CNN Indonesia | Jumat, 27/08/2021 09:30 WIB",https://www.cnnindonesia.com/ekonomi/20210826201804-92-685996/mendag-isyaratkan-alkes-dan-obat-obatan-yurisdiksi-kemenkes
717,Perbatasan Jawa Tengah Disekat Tiap Akhir Pekan,"CNN Indonesia | Jumat, 27/08/2021 09:28 WIB",https://www.cnnindonesia.com/nasional/20210827091945-20-686135/perbatasan-jawa-tengah-disekat-tiap-akhir-pekan
718,"Rendah Efikasi Vaksin, Ahli Prediksi RI Sulit Herd Immunity","CNN Indonesia | Jumat, 27/08/2021 09:20 WIB",https://www.cnnindonesia.com/nasional/20210827070332-20-686082/rendah-efikasi-vaksin-ahli-prediksi-ri-sulit-herd-immunity
719,Cara Menemukan Kembali Sertifikat Vaksin yang Hilang,"Tim,  CNN Indonesia | Jumat, 27/08/2021 09:08 WIB",https://www.cnnindonesia.com/teknologi/20210826170047-190-685852/cara-menemukan-kembali-sertifikat-vaksin-yang-hilang
720,7 Aturan Baru Liga 1 2021 yang Perlu Diketahui,"CNN Indonesia | Jumat, 27/08/2021 08:58 WIB",https://www.cnnindonesia.com/olahraga/20210826213910-142-686036/7-aturan-baru-liga-1-2021-yang-perlu-diketahui
721,Pakar LIPI Sebut PAN Gabung Koalisi Jokowi Sebagai Serep 2024,"CNN Indonesia | Jumat, 27/08/2021 08:53 WIB",https://www.cnnindonesia.com/nasional/20210827081137-32-686101/pakar-lipi-sebut-pan-gabung-koalisi-jokowi-sebagai-serep-2024
722,Bupati Jember Terima Honor Pemakaman Covid Rp70 Juta,"CNN Indonesia | Jumat, 27/08/2021 08:38 WIB",https://www.cnnindonesia.com/nasional/20210827082121-20-686105/bupati-jember-terima-honor-pemakaman-covid-rp70-juta
723,Ahli Sebut Indonesia Sudah Masuk Fase Hiperendemi,"CNN Indonesia | Jumat, 27/08/2021 08:20 WIB",https://www.cnnindonesia.com/teknologi/20210827080008-199-686100/ahli-sebut-indonesia-sudah-masuk-fase-hiperendemi
724,Bobby Nasution Copot Plt Kadis Kesehatan Kota Medan,"CNN Indonesia | Jumat, 27/08/2021 08:20 WIB",https://www.cnnindonesia.com/nasional/20210827072656-20-686087/bobby-nasution-copot-plt-kadis-kesehatan-kota-medan
725,RI Butuh Rp3.830 T Buat Tekan Emisi Karbon hingga 2030,"CNN Indonesia | Jumat, 27/08/2021 08:10 WIB",https://www.cnnindonesia.com/ekonomi/20210826204203-532-686006/ri-butuh-rp3830-t-buat-tekan-emisi-karbon-hingga-2030
726,Mendag Blokir 2.400 Toko Online Jual Obat Bebas,"CNN Indonesia | Jumat, 27/08/2021 07:57 WIB",https://www.cnnindonesia.com/ekonomi/20210827074744-92-686096/mendag-blokir-2400-toko-online-jual-obat-bebas
727,4 Beda Batuk karena Covid-19 dan Kanker Paru,"tim,  CNN Indonesia | Jumat, 27/08/2021 07:42 WIB",https://www.cnnindonesia.com/gaya-hidup/20210827073421-255-686090/4-beda-batuk-karena-covid-19-dan-kanker-paru
728,Harga Minyak Turun Dihantam Kenaikan Kasus Covid-19,"CNN Indonesia | Jumat, 27/08/2021 07:30 WIB",https://www.cnnindonesia.com/ekonomi/20210827070709-85-686083/harga-minyak-turun-dihantam-kenaikan-kasus-covid-19
729,MUI Soroti Kritik Pemerintah Jokowi hingga Opsi Fatwa Pinjol,"CNN Indonesia | Jumat, 27/08/2021 07:24 WIB",https://www.cnnindonesia.com/nasional/20210827065525-20-686079/mui-soroti-kritik-pemerintah-jokowi-hingga-opsi-fatwa-pinjol
730,Super Junior Bakal Tampil di The Fact Music Awards 2021,"fby,  CNN Indonesia | Jumat, 27/08/2021 07:15 WIB",https://www.cnnindonesia.com/hiburan/20210826134532-227-685713/super-junior-bakal-tampil-di-the-fact-music-awards-2021
731,Satgas Sebut Metode Pooled Test Covid Potensi Kurang Akurat,"CNN Indonesia | Jumat, 27/08/2021 07:07 WIB",https://www.cnnindonesia.com/nasional/20210826205916-20-686022/satgas-sebut-metode-pooled-test-covid-potensi-kurang-akurat
732,Lebih Dari Seribu Anak Alami Kekerasan Selama Pandemi,"tim,  CNN Indonesia | Jumat, 27/08/2021 06:40 WIB",https://www.cnnindonesia.com/gaya-hidup/20210826205549-284-686023/lebih-dari-seribu-anak-alami-kekerasan-selama-pandemi
733,Penyedia Alkes Akui Harga Tes PCR Bisa Turun Jadi Rp300 Ribu,"CNN Indonesia | Jumat, 27/08/2021 06:35 WIB",https://www.cnnindonesia.com/nasional/20210826184028-20-685958/penyedia-alkes-akui-harga-tes-pcr-bisa-turun-jadi-rp300-ribu
734,Pemerintah Akui Subsidi Pulsa Internet Rp8 T Tak Cukup,"CNN Indonesia | Jumat, 27/08/2021 06:30 WIB",https://www.cnnindonesia.com/ekonomi/20210826174032-532-685913/pemerintah-akui-subsidi-pulsa-internet-rp8-t-tak-cukup
735,"Vaksinasi Kalbar Rendah, Gubernur Protes Menkes Soal Stok","CNN Indonesia | Jumat, 27/08/2021 06:20 WIB",https://www.cnnindonesia.com/nasional/20210826214028-20-686035/vaksinasi-kalbar-rendah-gubernur-protes-menkes-soal-stok
736,Bom Bunuh Diri Bandara Kabul Hingga Biden Serang ISIS-K,"CNN Indonesia | Jumat, 27/08/2021 06:15 WIB",https://www.cnnindonesia.com/internasional/20210827052631-113-686053/bom-bunuh-diri-bandara-kabul-hingga-biden-serang-isis-k
737,Bayang-bayang Tapering Berpotensi Tekan IHSG di Akhir Pekan,"CNN Indonesia | Jumat, 27/08/2021 06:09 WIB",https://www.cnnindonesia.com/ekonomi/20210827060137-92-686054/bayang-bayang-tapering-berpotensi-tekan-ihsg-di-akhir-pekan
738,Sumbangan Pendapatan Asli Daerah Cuma 15 Persen Terhadap APBD,"CNN Indonesia | Jumat, 27/08/2021 05:50 WIB",https://www.cnnindonesia.com/ekonomi/20210826134914-532-685718/sumbangan-pendapatan-asli-daerah-cuma-15-persen-terhadap-apbd
739,VIDEO: Sajen 'Vaksin' di Festival Hantu Lapar Malaysia,"Reuters,  CNN Indonesia | Jumat, 27/08/2021 05:40 WIB",https://www.cnnindonesia.com/gaya-hidup/20210826155018-281-685819/video-sajen-vaksin-di-festival-hantu-lapar-malaysia
740,"BOR RS Covid di Jabar Turun Jadi 20,95 Persen selama PPKM","CNN Indonesia | Jumat, 27/08/2021 05:00 WIB",https://www.cnnindonesia.com/nasional/20210827044108-20-686051/bor-rs-covid-di-jabar-turun-jadi-2095-persen-selama-ppkm
741,AS Disebut Izinkan Huawei Beli Chip untuk Produksi Mobil,"CNN Indonesia | Jumat, 27/08/2021 04:40 WIB",https://www.cnnindonesia.com/teknologi/20210826115534-384-685653/as-disebut-izinkan-huawei-beli-chip-untuk-produksi-mobil
742,La Nyalla soal Booster Non-nakes: Pejabat Harus Jadi Teladan,"CNN Indonesia | Jumat, 27/08/2021 03:57 WIB",https://www.cnnindonesia.com/nasional/20210827034323-20-686049/la-nyalla-soal-booster-non-nakes-pejabat-harus-jadi-teladan
743,"Penyelidikan Sumber Covid-19 Mandek, WHO Minta Dilanjutkan","CNN Indonesia | Jumat, 27/08/2021 03:40 WIB",https://www.cnnindonesia.com/teknologi/20210826173046-199-685936/penyelidikan-sumber-covid-19-mandek-who-minta-dilanjutkan
744,"DPR Cecar Utang Rp1,45 Triliun, Kepala BNPB Sempat Bingung","CNN Indonesia | Jumat, 27/08/2021 02:45 WIB",https://www.cnnindonesia.com/nasional/20210826171657-20-685876/dpr-cecar-utang-rp145-triliun-kepala-bnpb-sempat-bingung
745,VIDEO: Jalan Terjal Menuju Kekebalan Kelompok,"Digital Admin, CNN Indonesia | Kamis, 26/08/2021 23:45 WIB",https://www.cnnindonesia.com/tv/20210826215649-408-686039/video-jalan-terjal-menuju-kekebalan-kelompok
746,Pemerintah Diminta Fokus Vaksinasi Dibanding Vaksin Berbayar,"CNN Indonesia | Kamis, 26/08/2021 23:13 WIB",https://www.cnnindonesia.com/nasional/20210826125529-20-685701/pemerintah-diminta-fokus-vaksinasi-dibanding-vaksin-berbayar
747,"PAN Gabung Koalisi, Demokrat Duga Muluskan Misi Amendemen UUD","mts/iam/bmw,  CNN Indonesia | Kamis, 26/08/2021 22:49 WIB",https://www.cnnindonesia.com/nasional/20210826204312-20-686008/pan-gabung-koalisi-demokrat-duga-muluskan-misi-amendemen-uud
748,Aceh Satu-satunya Daerah RI Alami Kenaikan Covid Sepekan,"CNN Indonesia | Kamis, 26/08/2021 22:00 WIB",https://www.cnnindonesia.com/nasional/20210826204633-20-686009/aceh-satu-satunya-daerah-ri-alami-kenaikan-covid-sepekan
749,Nadiem Ungkap Berbagai Temuan dan Modus Korupsi Dana BOS,"CNN Indonesia | Kamis, 26/08/2021 21:35 WIB",https://www.cnnindonesia.com/nasional/20210826212400-20-686031/nadiem-ungkap-berbagai-temuan-dan-modus-korupsi-dana-bos
750,"Kota Bekasi Terima 362 Ribu Vaksin Pfizer, Mulai Suntik Besok","CNN Indonesia | Kamis, 26/08/2021 21:33 WIB",https://www.cnnindonesia.com/nasional/20210826155601-20-685830/kota-bekasi-terima-362-ribu-vaksin-pfizer-mulai-suntik-besok
751,Presdir Rimo International Jadi Tersangka Baru Kasus Asabri,"CNN Indonesia | Kamis, 26/08/2021 21:07 WIB",https://www.cnnindonesia.com/nasional/20210826205200-12-686025/presdir-rimo-international-jadi-tersangka-baru-kasus-asabri
752,Celoteh Netizen Soal Warga Pilih-pilih Vaksin,"CNN Indonesia | Kamis, 26/08/2021 21:05 WIB",https://www.cnnindonesia.com/teknologi/20210826203347-192-686005/celoteh-netizen-soal-warga-pilih-pilih-vaksin
753,Fakta-fakta Stem Cell di Dunia Medis,"tim,  CNN Indonesia | Kamis, 26/08/2021 21:00 WIB",https://www.cnnindonesia.com/gaya-hidup/20210826201352-255-685999/fakta-fakta-stem-cell-di-dunia-medis
754,VIDEO: Satgas Razia Sekolah Gelar Belajar Tatap Muka,"Digital Admin, CNN Indonesia | Kamis, 26/08/2021 21:00 WIB",https://www.cnnindonesia.com/tv/20210826183334-407-685955/video-satgas-razia-sekolah-gelar-belajar-tatap-muka
755,Indosat Ooredo Rilis Layanan 5G di Jakarta,"CNN Indonesia | Kamis, 26/08/2021 21:00 WIB",https://www.cnnindonesia.com/teknologi/20210826202731-218-686001/indosat-ooredo-rilis-layanan-5g-di-jakarta
756,Kemnaker Dorong ASEAN Perkuat Kerja Sama Redam Dampak Pandemi,"Kemnaker,  CNN Indonesia | Kamis, 26/08/2021 20:45 WIB",https://www.cnnindonesia.com/ekonomi/20210826204213-97-686007/kemnaker-dorong-asean-perkuat-kerja-sama-redam-dampak-pandemi
757,Anggota DPR Ramai Pertanyakan Bansos Yatim Piatu Mensos Risma,"CNN Indonesia | Kamis, 26/08/2021 20:42 WIB",https://www.cnnindonesia.com/nasional/20210826200214-20-685993/anggota-dpr-ramai-pertanyakan-bansos-yatim-piatu-mensos-risma
758,"VIDEO: Islandia Klaim Keberhasilan Vaksinasi, Nihil Kematian","CNN,  CNN Indonesia | Kamis, 26/08/2021 20:42 WIB",https://www.cnnindonesia.com/internasional/20210826101657-139-685583/video-islandia-klaim-keberhasilan-vaksinasi-nihil-kematian
759,PM Malaysia Berduka Muhammad Aming Meninggal Dunia,"has,  CNN Indonesia | Kamis, 26/08/2021 20:35 WIB",https://www.cnnindonesia.com/internasional/20210826203236-106-686003/pm-malaysia-berduka-muhammad-aming-meninggal-dunia
760,"261 Ribu Sekolah Gelar PTM Terbatas, Sumut Bersabar","CNN Indonesia | Kamis, 26/08/2021 20:17 WIB",https://www.cnnindonesia.com/nasional/20210826195127-20-685992/261-ribu-sekolah-gelar-ptm-terbatas-sumut-bersabar
761,VIDEO: Teka-teki Antibodi Llama untuk Melawan Covid-19,"REUTERS,  CNN Indonesia | Kamis, 26/08/2021 20:15 WIB",https://www.cnnindonesia.com/teknologi/20210826154858-203-685818/video-teka-teki-antibodi-llama-untuk-melawan-covid-19
762,MUI: Dukung Vaksin Merah Putih-Nusantara Tanpa Diskriminasi,"CNN Indonesia | Kamis, 26/08/2021 20:12 WIB",https://www.cnnindonesia.com/nasional/20210826193618-20-685990/mui-dukung-vaksin-merah-putih-nusantara-tanpa-diskriminasi
763,China Surati WHO Minta Selidiki Lab AS Cari Asal-usul Corona,"CNN Indonesia | Kamis, 26/08/2021 20:06 WIB",https://www.cnnindonesia.com/internasional/20210826161822-113-685834/china-surati-who-minta-selidiki-lab-as-cari-asal-usul-corona
764,Fakta-fakta Vaksin Covid-19 yang Dipakai di Indonesia,"CNN Indonesia | Kamis, 26/08/2021 20:00 WIB",https://www.cnnindonesia.com/teknologi/20210826153918-199-685824/fakta-fakta-vaksin-covid-19-yang-dipakai-di-indonesia
765,Kata Dokter Soal Vaksin Covid-19 Ganggu Kesuburan dan Haid,"tim,  CNN Indonesia | Kamis, 26/08/2021 19:57 WIB",https://www.cnnindonesia.com/gaya-hidup/20210826101003-255-685579/kata-dokter-soal-vaksin-covid-19-ganggu-kesuburan-dan-haid
766,Ahli Sebut Booster Sel Punca Serupa Pengembangan Dendritik,"CNN Indonesia | Kamis, 26/08/2021 19:45 WIB",https://www.cnnindonesia.com/teknologi/20210826192626-199-685989/ahli-sebut-booster-sel-punca-serupa-pengembangan-dendritik
767,Menaker Ungkap Kronologi Pemulangan 121 PMI dari Taiwan,"Kemnaker,  CNN Indonesia | Kamis, 26/08/2021 19:39 WIB",https://www.cnnindonesia.com/ekonomi/20210826193544-97-685986/menaker-ungkap-kronologi-pemulangan-121-pmi-dari-taiwan
768,RUU EBT Dinilai Lupakan Isu Suplai Listrik Luber di Jawa-Bali,"Tim,  CNN Indonesia | Kamis, 26/08/2021 19:26 WIB",https://www.cnnindonesia.com/ekonomi/20210826191115-90-685972/ruu-ebt-dinilai-lupakan-isu-suplai-listrik-luber-di-jawa-bali
769,Ekonom Usul BPJS Kesehatan Tanggung Biayai Pasien Covid-19,"CNN Indonesia | Kamis, 26/08/2021 19:22 WIB",https://www.cnnindonesia.com/ekonomi/20210826183649-78-685957/ekonom-usul-bpjs-kesehatan-tanggung-biayai-pasien-covid-19
770,PM Malaysia Serahkan Usulan Kabinet Baru ke Raja Hari Ini,"has,  CNN Indonesia | Kamis, 26/08/2021 19:18 WIB",https://www.cnnindonesia.com/internasional/20210826182838-106-685951/pm-malaysia-serahkan-usulan-kabinet-baru-ke-raja-hari-ini
771,'Ibu Deok-sun' Bakal Muncul di Hospital Playlist 2,"CNN Indonesia | Kamis, 26/08/2021 19:18 WIB",https://www.cnnindonesia.com/hiburan/20210826075232-220-685526/ibu-deok-sun-bakal-muncul-di-hospital-playlist-2
772,Tak Cuma Vaksin Moderna dan Pfizer yang Aman Buat Autoimun,"tim,  CNN Indonesia | Kamis, 26/08/2021 19:02 WIB",https://www.cnnindonesia.com/gaya-hidup/20210826170253-255-685865/tak-cuma-vaksin-moderna-dan-pfizer-yang-aman-buat-autoimun
773,Selamat Bergulir Liga 1 2021,"jun,  CNN Indonesia | Kamis, 26/08/2021 19:00 WIB",https://www.cnnindonesia.com/olahraga/20210826160232-142-685827/selamat-bergulir-liga-1-2021
774,FOTO: Sunyi Senyap Lalu Lintas Sydney Imbas Lockdown Covid-19,"Reuters,  CNN Indonesia | Kamis, 26/08/2021 18:43 WIB",https://www.cnnindonesia.com/internasional/20210826135018-115-685719/foto-sunyi-senyap-lalu-lintas-sydney-imbas-lockdown-covid-19
775,Riwayat 6 Bulan PPnBM 100 Persen yang Diusulkan Diperpanjang,"CNN Indonesia | Kamis, 26/08/2021 18:30 WIB",https://www.cnnindonesia.com/teknologi/20210826174821-384-685925/riwayat-6-bulan-ppnbm-100-persen-yang-diusulkan-diperpanjang
776,"Rangkuman Covid: Vaksinasi Pfizer Jabodetabek, Booster Vaksin","CNN Indonesia | Kamis, 26/08/2021 18:26 WIB",https://www.cnnindonesia.com/nasional/20210826174414-20-685950/rangkuman-covid-vaksinasi-pfizer-jabodetabek-booster-vaksin
777,"Jabar Tertinggi Tambahan Kasus Baru, Sembuh, hingga Kematian","CNN Indonesia | Kamis, 26/08/2021 18:06 WIB",https://www.cnnindonesia.com/nasional/20210826175711-20-685938/jabar-tertinggi-tambahan-kasus-baru-sembuh-hingga-kematian
778,"VIDEO: Vaksin Booster tahun Depan, Warga Tak Mampu Gratis","CNN Indonesia TV, CNN Indonesia | Kamis, 26/08/2021 17:47 WIB",https://www.cnnindonesia.com/tv/20210826163435-407-685839/video-vaksin-booster-tahun-depan-warga-tak-mampu-gratis
779,Konser Kanye West Sediakan Jasa Vaksin Pfizer di Tempat,"tim,  CNN Indonesia | Kamis, 26/08/2021 17:46 WIB",https://www.cnnindonesia.com/hiburan/20210826072047-227-685509/konser-kanye-west-sediakan-jasa-vaksin-pfizer-di-tempat
780,Andi Gilang Absen di Moto3 Inggris 2021,"CNN Indonesia | Kamis, 26/08/2021 17:40 WIB",https://www.cnnindonesia.com/olahraga/20210826173053-156-685883/andi-gilang-absen-di-moto3-inggris-2021
781,VIDEO: Sekolah di Medan Gelar Pembelajaran Tatap Muka,"CNN Indonesia TV, CNN Indonesia | Kamis, 26/08/2021 17:34 WIB",https://www.cnnindonesia.com/tv/20210826163834-407-685843/video-sekolah-di-medan-gelar-pembelajaran-tatap-muka
782,"Positif Covid-19 Naik 16.899 Orang, Kematian Tembus 130 Ribu","CNN Indonesia | Kamis, 26/08/2021 17:33 WIB",https://www.cnnindonesia.com/nasional/20210826132217-20-685704/positif-covid-19-naik-16899-orang-kematian-tembus-130-ribu
783,Pengamat: Bansos Tunai Yatim Piatu Rawan Diambil Pengasuh,"CNN Indonesia | Kamis, 26/08/2021 17:12 WIB",https://www.cnnindonesia.com/nasional/20210826163023-20-685836/pengamat-bansos-tunai-yatim-piatu-rawan-diambil-pengasuh
784,Perlukah Tes Antibodi Setelah Vaksin Covid-19?,"tim,  CNN Indonesia | Kamis, 26/08/2021 17:02 WIB",https://www.cnnindonesia.com/gaya-hidup/20210825182754-255-685364/perlukah-tes-antibodi-setelah-vaksin-covid-19
785,"Jokowi Tinjau Vaksinasi, BPJS Kesehatan Pastikan P-Care Aman","BPJS Kesehatan,  CNN Indonesia | Kamis, 26/08/2021 17:00 WIB",https://www.cnnindonesia.com/ekonomi/20210826165125-97-685848/jokowi-tinjau-vaksinasi-bpjs-kesehatan-pastikan-p-care-aman
786,VIDEO: Bisakah Indonesia Hidup Bersama Covid-19,"Digital Admin, CNN Indonesia | Kamis, 26/08/2021 17:00 WIB",https://www.cnnindonesia.com/tv/20210826164616-407-685845/video-bisakah-indonesia-hidup-bersama-covid-19
787,Ahli: Tak Prokes dan Vaksin Bisa Buat RI Terjebak Hiperendemi,"CNN Indonesia | Kamis, 26/08/2021 17:00 WIB",https://www.cnnindonesia.com/teknologi/20210825152827-199-685267/ahli-tak-prokes-dan-vaksin-bisa-buat-ri-terjebak-hiperendemi
788,Kemenkes Evaluasi Usul Harga Tes PCR Rp300 Ribu,"CNN Indonesia | Kamis, 26/08/2021 16:55 WIB",https://www.cnnindonesia.com/nasional/20210826161707-20-685838/kemenkes-evaluasi-usul-harga-tes-pcr-rp300-ribu
789,OJK Sebut Sektor Jasa Keuangan Stabil dan Tumbuh Positif,"ojk,  CNN Indonesia | Kamis, 26/08/2021 16:35 WIB",https://www.cnnindonesia.com/ekonomi/20210826160302-83-685829/ojk-sebut-sektor-jasa-keuangan-stabil-dan-tumbuh-positif
790,Penjualan Vaksin Nusantara ke Negara Lain Tak Perlu Izin BPOM,"CNN Indonesia | Kamis, 26/08/2021 16:27 WIB",https://www.cnnindonesia.com/nasional/20210826160930-20-685831/penjualan-vaksin-nusantara-ke-negara-lain-tak-perlu-izin-bpom
791,"Vaksin Terkontaminasi, Jepang Setop Gunakan Moderna Sementara","CNN Indonesia | Kamis, 26/08/2021 15:53 WIB",https://www.cnnindonesia.com/internasional/20210826124853-113-685686/vaksin-terkontaminasi-jepang-setop-gunakan-moderna-sementara
792,Alasan Harry Styles Beri Syarat Vaksin Covid-19 untuk Konser,"CNN Indonesia | Kamis, 26/08/2021 15:45 WIB",https://www.cnnindonesia.com/hiburan/20210826083144-227-685535/alasan-harry-styles-beri-syarat-vaksin-covid-19-untuk-konser
793,Pakar: Jakarta Belum Aman Selama Kasus Nasional Masih Tinggi,"CNN Indonesia | Kamis, 26/08/2021 15:41 WIB",https://www.cnnindonesia.com/nasional/20210826152603-20-685803/pakar-jakarta-belum-aman-selama-kasus-nasional-masih-tinggi
794,"AIIB Gelontorkan Pinjaman Rp129,6 T untuk Tangani Covid-19","CNN Indonesia | Kamis, 26/08/2021 15:40 WIB",https://www.cnnindonesia.com/ekonomi/20210826134305-532-685711/aiib-gelontorkan-pinjaman-rp1296-t-untuk-tangani-covid-19
795,Polda Metro Siap Amankan Liga 1 2021 Bali United vs Persik,"CNN Indonesia | Kamis, 26/08/2021 15:32 WIB",https://www.cnnindonesia.com/olahraga/20210826151716-142-685799/polda-metro-siap-amankan-liga-1-2021-bali-united-vs-persik
796,VIDEO: Jokowi Bersyukur BOR RSDC Wisma Atlet 12 Persen,"CNN Indonesia TV, CNN Indonesia | Kamis, 26/08/2021 15:23 WIB",https://www.cnnindonesia.com/tv/20210826150400-407-685784/video-jokowi-bersyukur-bor-rsdc-wisma-atlet-12-persen
797,"Lab Biokesmas NTT Ditutup, Dinkes Kupang Beberkan Pelanggaran","CNN Indonesia | Kamis, 26/08/2021 15:04 WIB",https://www.cnnindonesia.com/nasional/20210826141550-20-685780/lab-biokesmas-ntt-ditutup-dinkes-kupang-beberkan-pelanggaran
798,KAI Integrasikan Aplikasi PeduliLindungi dan Sistem Boarding,"CNN Indonesia | Kamis, 26/08/2021 14:41 WIB",https://www.cnnindonesia.com/ekonomi/20210826125655-92-685689/kai-integrasikan-aplikasi-pedulilindungi-dan-sistem-boarding
799,"Mengenal Sel Punca, Dipakai Panglima TNI Jadi Booster Sinovac","ayp,  CNN Indonesia | Kamis, 26/08/2021 14:30 WIB",https://www.cnnindonesia.com/teknologi/20210826134531-199-685728/mengenal-sel-punca-dipakai-panglima-tni-jadi-booster-sinovac
800,VIDEO: Vaksinasi Papua dan Siswa Tanatoraja,"CNN Indonesia TV, CNN Indonesia | Kamis, 26/08/2021 14:29 WIB",https://www.cnnindonesia.com/tv/20210826142954-405-685752/video-vaksinasi-papua-dan-siswa-tanatoraja
801,Pesan Menaker ke Pekerja Migran: Selektif Pilih Pekerjaan,"Kemnaker,  CNN Indonesia | Kamis, 26/08/2021 14:28 WIB",https://www.cnnindonesia.com/ekonomi/20210826142347-97-685748/pesan-menaker-ke-pekerja-migran-selektif-pilih-pekerjaan
802,"DJBC Temukan Barang Ilegal Rp12,5 T hingga Juli 2021","CNN Indonesia | Kamis, 26/08/2021 14:26 WIB",https://www.cnnindonesia.com/ekonomi/20210826133553-532-685714/djbc-temukan-barang-ilegal-rp125-t-hingga-juli-2021
803,"Tunggu Herd Immunity, Tangsel Belum Gelar PTM","CNN Indonesia | Kamis, 26/08/2021 14:16 WIB",https://www.cnnindonesia.com/nasional/20210826134757-20-685716/tunggu-herd-immunity-tangsel-belum-gelar-ptm
804,VIDEO: Herd Immunity untuk Covid-19 Tidak Akan Tercapai,"CNN Indonesia TV, CNN Indonesia | Kamis, 26/08/2021 14:15 WIB",https://www.cnnindonesia.com/tv/20210826141425-405-685738/video-herd-immunity-untuk-covid-19-tidak-akan-tercapai
805,AIIB Klaim RI Belum Ajukan Pinjaman Proyek Ibu Kota Baru,"CNN Indonesia | Kamis, 26/08/2021 14:11 WIB",https://www.cnnindonesia.com/ekonomi/20210826133615-532-685705/aiib-klaim-ri-belum-ajukan-pinjaman-proyek-ibu-kota-baru
806,"Zona Merah Covid Jatim Tinggal 4, Surabaya Dilarang Euforia","CNN Indonesia | Kamis, 26/08/2021 14:03 WIB",https://www.cnnindonesia.com/nasional/20210826135854-20-685730/zona-merah-covid-jatim-tinggal-4-surabaya-dilarang-euforia
807,Pendingin Vaksin Pfizer Baru Didistribusikan ke Jawa-Bali,"CNN Indonesia | Kamis, 26/08/2021 13:58 WIB",https://www.cnnindonesia.com/nasional/20210826133640-20-685706/pendingin-vaksin-pfizer-baru-didistribusikan-ke-jawa-bali
808,"Perludem: Pilpres Diundur Langgar UUD, Pandemi Bukan Alasan","CNN Indonesia | Kamis, 26/08/2021 13:53 WIB",https://www.cnnindonesia.com/nasional/20210826134500-32-685712/perludem-pilpres-diundur-langgar-uud-pandemi-bukan-alasan
809,Cerita Satpam Merasa Aman Bekerja Berkat JKN-KIS,"BPJS Kesehatan,  CNN Indonesia | Kamis, 26/08/2021 13:34 WIB",https://www.cnnindonesia.com/ekonomi/20210826133018-97-685703/cerita-satpam-merasa-aman-bekerja-berkat-jkn-kis
810,RI Utang Rp41 T ke AIIB untuk Infrastruktur dan Covid-19,"CNN Indonesia | Kamis, 26/08/2021 13:21 WIB",https://www.cnnindonesia.com/ekonomi/20210826123641-92-685678/ri-utang-rp41-t-ke-aiib-untuk-infrastruktur-dan-covid-19
811,Mobile JKN Permudah Indra Urus Kepesertaan BPJS Kesehatan,"BPJS Kesehatan,  CNN Indonesia | Kamis, 26/08/2021 13:10 WIB",https://www.cnnindonesia.com/ekonomi/20210826130806-97-685696/mobile-jkn-permudah-indra-urus-kepesertaan-bpjs-kesehatan
812,Kemenkes Klaim Tren Kasus Kematian Covid Menurun,"CNN Indonesia | Kamis, 26/08/2021 13:02 WIB",https://www.cnnindonesia.com/nasional/20210826125226-20-685687/kemenkes-klaim-tren-kasus-kematian-covid-menurun
813,Sidang Putusan Perkara Polusi Udara Kembali Ditunda,"CNN Indonesia | Kamis, 26/08/2021 12:58 WIB",https://www.cnnindonesia.com/nasional/20210826091343-12-685549/sidang-putusan-perkara-polusi-udara-kembali-ditunda
814,Haidar Bagir Kritisi Sekolah Tatap Muka di Masa Pandemi,"CNN Indonesia | Kamis, 26/08/2021 12:52 WIB",https://www.cnnindonesia.com/nasional/20210826121858-20-685685/haidar-bagir-kritisi-sekolah-tatap-muka-di-masa-pandemi
